111	1.96000E-005	4.0e+5	0.5e-3		
112	7.00000E-006	4.0e+5	0.5e-3		
113	7.00000E-006	4.0e+5	0.5e-3		
114	7.00000E-006	4.0e+5	0.5e-3		
115	7.00000E-006	4.0e+5	0.5e-3		
116	1.96000E-005	4.0e+5	0.5e-3		
117	1.96000E-005	4.0e+5	0.5e-3		
118	3.85000E-005	4.0e+5	0.5e-3		
119	3.85000E-005	4.0e+5	0.5e-3		
120	1.96000E-005	4.0e+5	0.5e-3		
121	1.96000E-005	4.0e+5	0.5e-3		
122	7.00000E-006	4.0e+5	0.5e-3		
123	7.00000E-006	4.0e+5	0.5e-3		
124	7.00000E-006	4.0e+5	0.5e-3		
125	7.00000E-006	4.0e+5	0.5e-3		
126	1.96000E-005	4.0e+5	0.5e-3		
127	1.96000E-005	4.0e+5	0.5e-3		
128	1.96000E-005	4.0e+5	0.5e-3		
129	1.96000E-005	4.0e+5	0.5e-3		
130	1.96000E-005	4.0e+5	0.5e-3		
131	1.96000E-005	4.0e+5	0.5e-3		
132	1.96000E-005	4.0e+5	0.5e-3		
133	1.96000E-005	4.0e+5	0.5e-3		
134	1.96000E-005	4.0e+5	0.5e-3		
135	1.96000E-005	4.0e+5	0.5e-3		
