Segment Length:,Segment Radius:,Terminal:,Parent:,Branch1:,Branch2:,Total Segments:
0.7331189788,0.0014562155,0,235,462,463,
11.0031821898,0.0012308434,1,235,,,
11.8971065345,0.0008915985,1,185,,,
15.2445746047,0.0008380132,1,185,,,
0.5985420538,0.0013377071,0,239,366,367,
11.4467908383,0.0013744658,0,239,430,431,
13.4966059315,0.0010831742,1,161,,,
8.847476417,0.0012037868,1,161,,,
0.0110407263,0.0002143057,1,131,,,
3.1860068643,0.0012671472,0,131,254,255,
1.7186679113,0.0010251933,1,253,,,
3.051921659,0.000888097,1,253,,,
0.0019723226,0.0001873578,1,188,,,
5.0648657855,0.0019087272,0,188,266,267,
0.5567263235,0.0019934735,0,217,288,289,
6.4024587774,0.0012612362,0,217,380,381,
0.2496902445,0.0015722141,0,167,282,283,
0.1784439656,0.0011699003,0,167,358,359,
2.4804178458,0.0012778214,0,195,346,347,
5.1916399786,0.0008617364,1,195,,,
3.8593801774,0.0009926587,1,237,,,
5.6401474496,0.0009028315,1,237,,,
4.4242181831,0.0013716106,1,257,,,
2.9640567637,0.0015160668,1,257,,,
8.6085801087,0.0009961944,0,241,326,327,
0.0675330418,0.0016268448,0,241,334,335,
21.3862232964,0.0010605839,1,147,,,
12.8721393069,0.0012041092,1,147,,,
9.0865468394,0.0010915587,1,134,,,
11.7753742548,0.0010230648,1,134,,,
12.3547095162,0.0016156505,0,103,382,383,
3.1315082332,0.0014465546,0,103,442,443,
0.0897535642,0.0012316895,0,201,302,303,
7.3096589017,0.0010733544,0,201,368,369,
1.5587033332,0.0010810551,1,165,,,
4.7281730146,0.0008191536,1,165,,,
11.1745668546,0.0009416814,1,144,,,
16.6908668237,0.0008518085,1,144,,,
18.1608855878,0.0009188831,1,260,,,
0.0696938582,0.0013929542,0,260,330,331,
0.0038130327,0.0001393011,1,231,,,
3.4827415518,0.0022387818,0,231,308,309,
3.4287495141,0.0014254611,0,191,370,371,
2.2344366755,0.0016623728,0,191,348,349,
2.7835435844,0.0016809445,0,258,312,313,
13.5244774154,0.0013055225,0,258,484,485,
23.0471995081,0.0017875796,0,177,328,329,
17.8911998391,0.0011137763,0,177,414,415,
7.5048728694,0.0010013696,1,142,,,
1.0100869682,0.0012811044,0,142,408,409,
14.5830924173,0.0018901318,0,220,320,321,
9.8302943869,0.0009169595,1,220,,,
5.9068771947,0.0009842531,1,236,,,
6.1974363401,0.0009725082,1,236,,,
7.7339402234,0.0009019426,1,65,,,
4.6457357789,0.0011948861,0,65,494,495,
1.7157664522,0.0016715996,0,153,362,363,
6.1615704422,0.0008321197,1,153,,,
3.941861475,0.0011129324,1,276,,,
28.8065570348,0.000676895,1,276,,,
3.7265395271,0.0009147128,1,208,,,
9.4942708778,0.000724012,1,208,,,
2.5511275752,0.0018468867,0,111,372,373,
9.0283654987,0.0011990191,0,111,332,333,
5.128984001,0.0008618881,1,285,,,
7.7503964944,0.0021540402,0,285,392,393,
2.5679047052,0.0013132055,0,136,404,405,
6.3863404946,0.0008673094,1,136,,,
0.1776920294,0.0015248264,0,288,342,343,
7.7807626043,0.0009110671,1,288,,,
1.1824975219,0.0015892192,0,227,476,477,
0.5741216126,0.0014370483,0,227,450,451,
0.0005126058,0.0012527859,1,215,,,
4.1342317876,0.0001321977,1,215,,,
6.1666317661,0.0009390757,1,79,,,
3.1897124523,0.0013074864,0,79,510,511,
10.0000000114,0.0015212703,0,294,454,455,
2.3100743407,0.0013344948,0,294,324,325,
10.7943854075,0.0013323202,0,176,338,339,
18.6611547959,0.0009424592,1,176,,,
10.5308402964,0.000940739,1,321,,,
6.1699594239,0.001075262,1,321,,,
0.0005489073,0.0009944524,1,268,,,
3.2533604695,0.000113338,1,268,,,
0.0004958869,0.0000759,1,290,,,
9.0456303467,0.0017873136,0,290,386,387,
0.1266834788,0.001177253,0,283,390,391,
17.3013323181,0.0009083074,1,283,,,
5.5885810958,0.0009427106,1,307,,,
7.6117390352,0.0008726354,1,307,,,
0.4681570064,0.0013255444,0,269,466,467,
33.6965621531,0.0011284651,1,269,,,
6.1533905702,0.0010806064,1,163,,,
7.4931926681,0.0015871027,0,163,420,421,
18.7750594622,0.0009907456,1,322,,,
16.1881140882,0.0010281545,1,322,,,
15.2441213404,0.001205285,0,181,378,379,
2.876266068,0.001841647,0,181,438,439,
6.1270090216,0.0008601201,1,312,,,
0.4226903851,0.0013670383,0,312,500,501,
0.0024015853,0.0001551715,1,232,,,
3.3730754899,0.00163914,0,232,464,465,
2.1819223383,0.0011393434,1,262,,,
12.7290626306,0.0007331036,1,262,,,
0.0677667135,0.0013031739,0,287,490,491,
14.9175377853,0.0012141527,0,287,402,403,
5.5198747468,0.0013947599,0,186,468,469,
6.8718549895,0.0011546287,0,186,444,445,
5.9144605375,0.0015498868,0,178,400,401,
13.7341272151,0.0012901802,1,178,,,
3.5304243202,0.0011135332,1,125,,,
9.7477163395,0.0008638417,1,125,,,
14.6448697581,0.0008176888,1,74,,,
11.4460086853,0.0008696528,1,74,,,
16.9293798402,0.0008696297,1,261,,,
14.553648272,0.0009031328,1,261,,,
1.0585038031,0.0007779513,1,222,,,
1.2909896425,0.000740278,1,222,,,
11.2317089805,0.0009841624,1,300,,,
0.5759126584,0.001477125,0,300,496,497,
13.6474770394,0.0016229675,0,223,422,423,
7.1785557148,0.0010644795,1,223,,,
11.7465136902,0.0009125965,1,248,,,
5.5298476168,0.0011017365,1,248,,,
0.0038007122,0.0010702972,1,277,,,
10.2884871145,0.0001483825,1,277,,,
28.6100074226,0.0010211793,1,286,,,
18.7525760538,0.0011349226,1,286,,,
0.5517200381,0.0013253547,0,306,436,437,
0.7069579398,0.0014685092,0,306,388,389,
5.6150494432,0.0008504972,1,221,,,
6.0453852341,0.00083494,1,221,,,
6.3794964285,0.0017305078,0,172,384,385,
4.6132793941,0.0008520575,1,172,,,
0.0025542575,0.0012007869,1,340,,,
4.4762132746,0.0001855899,1,340,,,
6.7298209005,0.0009490248,1,259,,,
6.3586799529,0.0009625797,1,259,,,
0.002396165,0.0001807129,1,274,,,
0.7252417063,0.001612943,0,274,470,471,
8.3351563752,0.001582765,0,376,448,449,
4.5184379515,0.0009089877,1,376,,,
1.9084863035,0.0017111934,0,329,398,399,
3.0589569989,0.0007202746,1,329,,,
13.9092667107,0.0009535832,1,373,,,
0.2019258704,0.0012438004,0,373,488,489,
14.5186601497,0.0009131356,1,330,,,
17.5804400206,0.0008704814,1,330,,,
7.2843011749,0.0013519987,0,309,456,457,
8.2709205027,0.0018546488,0,309,440,441,
15.2973406701,0.0009948242,1,61,,,
12.8461701452,0.0010392186,1,61,,,
2.9160567715,0.0017170204,0,197,458,459,
6.8022323007,0.0011326603,1,197,,,
25.284108156,0.0012399118,1,386,,,
0.8699116849,0.0013502508,0,386,416,417,
5.1885756103,0.0011928856,1,352,,,
5.8859063098,0.001155866,1,352,,,
0.0021856958,0.001211418,1,349,,,
8.6282073812,0.000152831,1,349,,,
0.9553318296,0.0011674715,0,310,412,413,
2.9007935489,0.0007599751,1,310,,,
3.9739254068,0.0010636441,1,189,,,
5.7837852866,0.0009683853,1,189,,,
5.8806304985,0.0009743594,1,293,,,
6.0513559041,0.0009674131,1,293,,,
3.2205525081,0.0009476439,1,141,,,
4.4777768455,0.0008726944,1,141,,,
6.6000950247,0.0007942157,1,404,,,
3.0507606353,0.0009632166,1,404,,,
0.0004664087,0.0011123401,1,291,,,
4.5065121662,0.0001121939,1,291,,,
6.4816516791,0.0011322432,1,399,,,
16.7207748274,0.0008934022,1,399,,,
0.0084194044,0.001421677,1,105,,,
8.0000346213,0.0002560639,1,105,,,
3.4452862592,0.0012736913,1,337,,,
5.6605226345,0.00112501,1,337,,,
0.5273278906,0.0015238898,1,364,,,
8.935327699,0.0007510971,1,364,,,
0.000205808,0.0013399707,1,159,,,
11.6841757659,0.0000868,1,159,,,
12.0356821246,0.0009705217,1,158,,,
1.0790548223,0.0012906106,0,158,492,493,
6.3598916403,0.0009659096,1,92,,,
8.6999918791,0.0008931393,1,92,,,
0.0056978076,0.0013679343,1,249,,,
6.7638690843,0.0002330469,1,249,,,
15.4942784683,0.0008050039,1,207,,,
3.0570685193,0.0012078542,1,207,,,
5.0931887146,0.000812334,1,133,,,
5.1618425109,0.0008096194,1,133,,,
14.399472397,0.0010456767,1,372,,,
20.2298794245,0.0009604743,1,372,,,
0.2705799414,0.0014380694,0,341,504,505,
0.9586248859,0.0013513234,0,341,460,461,
9.1341600966,0.0016519805,0,393,480,481,
7.0032072769,0.001067281,1,393,,,
1.093765086,0.0012973619,0,275,486,487,
2.4442646959,0.0008149741,1,275,,,
1.2980838074,0.0009956204,1,351,,,
4.6851810701,0.0007223337,1,351,,,
3.7529094606,0.0014019534,1,213,,,
8.391583343,0.0011464751,1,213,,,
7.7003787055,0.0012178755,1,384,,,
8.7164929255,0.001180716,1,384,,,
4.5763023031,0.0008073364,1,315,,,
0.1577959226,0.001289969,0,315,482,483,
6.7149441577,0.0010241584,1,143,,,
10.3105314987,0.0009200416,1,143,,,
9.7892557344,0.0011559708,1,320,,,
10.0000010173,0.0011498316,1,320,,,
0.7811775174,0.0012381302,1,392,,,
7.3654360073,0.0007065683,1,392,,,
3.899396147,0.0010567909,1,396,,,
0.9646553059,0.0014911133,0,396,474,475,
17.964991875,0.0010018239,1,439,,,
15.1346786171,0.0010456946,1,439,,,
8.4354562688,0.0010279452,1,244,,,
4.9888050722,0.0011721898,1,244,,,
11.4040800468,0.0010864838,1,345,,,
4.4700003093,0.0013731293,1,345,,,
24.2873729009,0.0009631341,1,334,,,
17.6195441351,0.001043598,1,334,,,
11.9221789315,0.0010579596,1,350,,,
12.0063830417,0.0010560998,1,350,,,
3.9041571104,0.0012651266,1,383,,,
5.2066684682,0.0011772693,1,383,,,
0.0014051201,0.0014220287,1,205,,,
6.2246098576,0.0001743045,1,205,,,
5.3334709957,0.0010747169,1,459,,,
3.6501432286,0.0011815962,1,459,,,
27.8824856106,0.0011359891,1,314,,,
17.9939270557,0.0012674345,1,314,,,
9.392232432,0.0013489572,1,243,,,
10.0026262392,0.0013278893,1,243,,,
6.3265719552,0.0012912791,1,440,,,
8.1863018611,0.0012107104,1,440,,,
6.6975700331,0.0010545272,1,451,,,
13.1797835838,0.0008903485,1,451,,,
