Segment Length:,Segment Radius:,Terminal:,Parent:,Branch1:,Branch2:,Total Segments:
9.7201914274,0.0009524615,1,205,,,
6.3647401694,0.0010588171,1,205,,,
0.5039641277,0.0013805968,0,211,360,361,
7.7492046145,0.0009846223,1,211,,,
12.2092725927,0.0009706196,1,242,,,
7.0458214815,0.001113624,1,242,,,
3.7317064236,0.0013904303,0,204,340,341,
4.2150485038,0.0008979008,1,204,,,
0.7763525167,0.0011270623,0,260,504,505,
2.2170677502,0.0015031477,0,260,406,407,
5.6962146722,0.0016023917,0,236,496,497,
8.1565245996,0.0011783732,1,236,,,
8.0502222002,0.0010631674,1,301,,,
4.1875683354,0.0014669818,0,301,372,373,
2.4442478432,0.0012666829,0,197,356,357,
5.0303213537,0.0010229646,1,197,,,
1.1786881589,0.0014005608,0,208,354,355,
4.2285326448,0.0013666583,0,208,414,415,
1.2062839071,0.0012735014,0,295,450,451,
4.8259026585,0.0009132376,1,295,,,
10.0850735458,0.000919991,1,283,,,
6.7562204119,0.001016898,1,283,,,
4.9001751529,0.0008346597,1,173,,,
3.3991798868,0.0009145739,1,173,,,
10.0838301581,0.0013384822,1,145,,,
9.8119697786,0.0018827973,0,145,464,465,
1.0174087773,0.0011004797,0,320,418,419,
3.5411382576,0.001003683,1,320,,,
2.9349828326,0.0008711312,1,225,,,
2.7349806423,0.0008866381,1,225,,,
8.1471451525,0.0009210648,1,119,,,
1.0083077686,0.0011011538,0,119,506,507,
4.2225149673,0.000992179,1,272,,,
3.4979795678,0.0010399885,1,272,,,
0.841114578,0.0011849879,0,290,424,425,
12.1792950301,0.0009442634,1,290,,,
10.2765954749,0.0010480135,1,279,,,
9.1363014134,0.0010792861,1,279,,,
0.0318255342,0.0011786435,1,261,,,
5.6695450506,0.0003226186,1,261,,,
9.4201183212,0.0009533498,1,330,,,
4.3710439504,0.0011551013,1,330,,,
2.1298926695,0.0009765964,1,328,,,
2.4511512647,0.0009428921,1,328,,,
8.5562688492,0.001297108,0,221,384,385,
8.3438422191,0.0012057081,0,221,420,421,
14.4122568282,0.0009105672,1,316,,,
5.4772303898,0.0011597242,1,316,,,
8.2320586666,0.0008421329,1,291,,,
6.3460245332,0.0008987364,1,291,,,
0.0008326449,0.0010793841,1,207,,,
2.4428437987,0.0001466618,1,207,,,
1.8981900299,0.0011646532,1,133,,,
12.0088259874,0.0007343556,1,133,,,
8.6784948523,0.0007520724,1,292,,,
3.9057241836,0.000918217,1,292,,,
0.0007103831,0.0000914,1,262,,,
3.3010927391,0.0014719824,0,262,444,445,
7.3533408034,0.0010919148,1,327,,,
6.3861915264,0.001131096,1,327,,,
7.0290432165,0.0008252944,1,277,,,
3.8812343767,0.0009573935,1,277,,,
6.543318578,0.0009417142,1,282,,,
1.7294899636,0.0013076769,0,282,472,473,
0.0060229668,0.0001950057,1,244,,,
3.1349034772,0.0015146345,0,244,494,495,
2.5610700803,0.0014616866,0,175,432,433,
3.6601042192,0.0007185632,1,175,,,
0.0003097945,0.0012211652,1,209,,,
1.8214900023,0.0001394557,1,209,,,
4.5018802734,0.0010303123,1,358,,,
6.722192165,0.0009320509,1,358,,,
