251	789.95
0	0
15.0685	0
31.9635	0
49.7717	0
57.0776	0
61.6438	0
66.21	19.7568
70.3196	51.6717
73.9726	86.6261
77.6256	124.62
81.7352	167.933
87.6712	217.325
95.8904	268.237
103.653	313.07
111.872	348.784
120.548	376.9
131.05	398.176
143.836	411.854
157.534	416.413
168.95	415.654
182.192	409.574
192.237	396.657
202.283	382.219
211.416	362.462
221.005	333.587
232.42	302.432
242.466	276.596
252.055	250
262.1	224.164
272.146	199.848
282.648	176.292
294.977	149.696
306.393	129.179
316.438	105.623
330.137	83.5866
342.466	61.5502
352.511	34.1945
359.817	10.6383
366.667	-9.87842
370.776	-25.8359
378.082	-38.7538
385.845	-40.2736
392.694	-30.3951
398.174	-12.1581
402.283	-2.27964
411.872	0.00E+00
421.005	0
432.877	0
455.251	0
486.301	0
512.329	0
546.119	0
574.429	0
601.37	0
628.31	0
652.968	0
678.539	0
700	0
722.374	0
744.749	0
767.123	0
789.954	0
805.0225	0
821.9175	0
839.7257	0
847.0316	0
851.5978	0
856.164	19.7568
860.2736	51.6717
863.9266	86.6261
867.5796	124.62
871.6892	167.933
877.6252	217.325
885.8444	268.237
893.607	313.07
901.826	348.784
910.502	376.9
921.004	398.176
933.79	411.854
947.488	416.413
958.904	415.654
972.146	409.574
982.191	396.657
992.237	382.219
1001.37	362.462
1010.959	333.587
1022.374	302.432
1032.42	276.596
1042.009	250
1052.054	224.164
1062.1	199.848
1072.602	176.292
1084.931	149.696
1096.347	129.179
1106.392	105.623
1120.091	83.5866
1132.42	61.5502
1142.465	34.1945
1149.771	10.6383
1156.621	-9.87842
1160.73	-25.8359
1168.036	-38.7538
1175.799	-40.2736
1182.648	-30.3951
1188.128	-12.1581
1192.237	-2.27964
1201.826	0.00E+00
1210.959	0
1222.831	0
1245.205	0
1276.255	0
1302.283	0
1336.073	0
1364.383	0
1391.324	0
1418.264	0
1442.922	0
1468.493	0
1489.954	0
1512.328	0
1534.703	0
1557.077	0
1579.908	0
1594.9765	0
1611.8715	0
1629.6797	0
1636.9856	0
1641.5518	0
1646.118	19.7568
1650.2276	51.6717
1653.8806	86.6261
1657.5336	124.62
1661.6432	167.933
1667.5792	217.325
1675.7984	268.237
1683.561	313.07
1691.78	348.784
1700.456	376.9
1710.958	398.176
1723.744	411.854
1737.442	416.413
1748.858	415.654
1762.1	409.574
1772.145	396.657
1782.191	382.219
1791.324	362.462
1800.913	333.587
1812.328	302.432
1822.374	276.596
1831.963	250
1842.008	224.164
1852.054	199.848
1862.556	176.292
1874.885	149.696
1886.301	129.179
1896.346	105.623
1910.045	83.5866
1922.374	61.5502
1932.419	34.1945
1939.725	10.6383
1946.575	-9.87842
1950.684	-25.8359
1957.99	-38.7538
1965.753	-40.2736
1972.602	-30.3951
1978.082	-12.1581
1982.191	-2.27964
1991.78	0.00E+00
2000.913	0
2012.785	0
2035.159	0
2066.209	0
2092.237	0
2126.027	0
2154.337	0
2181.278	0
2208.218	0
2232.876	0
2258.447	0
2279.908	0
2302.282	0
2324.657	0
2347.031	0
2369.862	0
2384.9305	0
2401.8255	0
2419.6337	0
2426.9396	0
2431.5058	0
2436.072	19.7568
2440.1816	51.6717
2443.8346	86.6261
2447.4876	124.62
2451.5972	167.933
2457.5332	217.325
2465.7524	268.237
2473.515	313.07
2481.734	348.784
2490.41	376.9
2500.912	398.176
2513.698	411.854
2527.396	416.413
2538.812	415.654
2552.054	409.574
2562.099	396.657
2572.145	382.219
2581.278	362.462
2590.867	333.587
2602.282	302.432
2612.328	276.596
2621.917	250
2631.962	224.164
2642.008	199.848
2652.51	176.292
2664.839	149.696
2676.255	129.179
2686.3	105.623
2699.999	83.5866
2712.328	61.5502
2722.373	34.1945
2729.679	10.6383
2736.529	-9.87842
2740.638	-25.8359
2747.944	-38.7538
2755.707	-40.2736
2762.556	-30.3951
2768.036	-12.1581
2772.145	-2.27964
2781.734	0.00E+00
2790.867	0
2802.739	0
2825.113	0
2856.163	0
2882.191	0
2915.981	0
2944.291	0
2971.232	0
2998.172	0
3022.83	0
3048.401	0
3069.862	0
3092.236	0
3114.611	0
3136.985	0
3159.816	0
3174.8845	0
3191.7795	0
3209.5877	0
3216.8936	0
3221.4598	0
3226.026	19.7568

